,length_ms,zero_crossings_sum,std,kur,skew,mfcc_mean,mfcc_std,mfcc_max,sc_mean,sc_std,sc_min,sc_max,sc_kur,sc_skew,stft_std,stft_min,stft_kur,stft_skew,vocal_channel,emotion,emotional_intensity,statement,repetition,sex
13,4504,13640,0.0018589128,22.183236452358248,-0.901412539638745,-34.821735,164.23001,153.92604,5481.013422324736,2941.1018234832773,1216.6643049148379,12029.892124801278,-0.4781872831486291,0.790944306976741,0.3168888,0.004348927237044723,-1.2593940964362675,0.0833181622334394,speech,calm,strong,Kids are talking by the door,1st,F
14,5038,15485,0.0064631146,4.373104755682544,-0.3714282100390984,-38.21092,151.0448,168.89973,4324.662405147487,3413.39887329926,974.223799655261,12008.679047267662,-0.6991669453964575,0.8373244780722867,0.36205778,-0.0056279852989057615,-1.186016488329691,0.581274996872754,song,sad,normal,Kids are talking by the door,2nd,F
15,4872,15125,0.016713345,6.26707025867489,-0.1352857461931846,-32.44183,133.17375,177.5268,4952.768904381686,3517.024753493071,1004.9777158746464,12105.85307757708,-1.171222364133283,0.5531524301455357,0.35375398,-0.0031914854385766142,-1.3451946598929834,0.327210655375488,song,sad,normal,Kids are talking by the door,2nd,F
16,3971,10575,0.0040590614,8.673428551502584,-1.0765016533341567,-33.729385,160.28496,207.53506,5617.712015502282,3838.7207830790535,965.6158525329334,12312.648804171176,-1.4052196539644823,0.2116707069580359,0.33863714,0.0005511034824172128,-1.367953807014107,-0.053819888195404,speech,calm,strong,Kids are talking by the door,1st,F
17,3737,21222,0.076158315,14.498168878574637,0.418744270645805,-23.537529,97.46727,182.44167,5423.21635574468,2602.9681716691134,1237.7200244119367,11106.552837344958,-0.9995743036916158,0.2954992324571319,0.32266322,5.497489e-05,-1.0531480988219806,0.4298933183577387,speech,fearful,strong,Kids are talking by the door,2nd,F
18,3904,14749,0.04238877,15.80259506807746,0.4619399375330496,-25.791014,111.2614,193.28554,4505.596136582808,3298.326953988611,780.6750471130491,11998.638817404071,-1.1618875514126217,0.2699311113353664,0.34632233,-0.002839078024897603,-1.308235265226288,0.3202358174715488,speech,angry,strong,Kids are talking by the door,1st,F
19,3704,16867,0.008339229,7.323569796615112,0.1070962590071303,-33.07317,141.03581,190.33499,5568.05768557888,4049.039721521475,1027.9317338456062,12000.000033527613,-1.490528806033366,0.0212503617138593,0.348614,-0.0032098587479174254,-1.3122491019512208,0.327833477375521,speech,surprised,strong,Dogs are sitting by the door,1st,F
20,5339,14713,0.025828224,7.685086286820896,0.5654598172746871,-31.906656,124.49752,180.64352,5122.839254551184,3682.708855726052,1211.5545221979264,12074.04500595355,-1.4248599094213252,0.5190822675083081,0.3552558,0.00018801924,-1.442767703859403,0.2514181060384908,song,happy,normal,Kids are talking by the door,2nd,F
21,4705,15175,0.014119305,5.064567984405604,0.1436744834251545,-32.483852,137.0792,175.98383,4536.722244330041,3286.971544551412,889.5709457041959,12089.753937503076,-1.0789519277481114,0.4637532226152701,0.3548418,-0.004664175942899149,-1.1741641102821891,0.5663008521952607,song,happy,normal,Kids are talking by the door,2nd,F
22,3637,16499,0.030172953,16.604987642999504,0.2327157398491788,-29.584751,118.09067,151.31192,5490.983909880802,3258.7467400345035,1118.1216935816078,12092.105944820814,-0.8152197686440927,0.3142780290868078,0.3451745,-0.0021124662614588766,-1.2739146947423372,0.3733510678442218,speech,fearful,strong,Kids are talking by the door,2nd,F
23,3971,13547,0.04564144,17.492216846576614,0.4344819998928271,-24.958572,109.89788,197.1713,4645.976943774447,3344.549022884965,788.1157300186248,11619.561935785598,-1.2772332028149345,0.19148545439631,0.344259,-0.0026815303458418384,-1.2386574667888024,0.4171345883227061,speech,angry,strong,Kids are talking by the door,1st,F
24,3704,13467,0.009254757,22.129248017280045,-0.1471956480367714,-30.407497,138.6962,207.4743,6314.915198700293,3603.5088100231583,1019.3607004869492,12099.956963819704,-1.456303955714809,0.1183935223636127,0.32657287,0.0027860964,-1.3634746013984416,0.0116697854036748,speech,angry,normal,Kids are talking by the door,1st,F
25,4838,15729,0.044429272,3.712162429361473,-0.0406339284928173,-30.17725,111.31816,152.26486,5484.97299468599,3124.272823627629,1039.8169482174708,12025.887929761351,-1.1531548064236956,0.5808454552207408,0.34582767,8.868281e-05,-1.322727860039905,0.2766810983518439,song,happy,strong,Kids are talking by the door,2nd,F
26,3136,9267,0.0046624024,19.85653745250599,-0.1166435513706422,-37.00441,162.49753,216.46515,4478.172162938817,3902.0900854217352,716.9837181138043,12000.000022351742,-1.4046985559105247,0.2897725331790862,0.35414216,-0.005280714743164646,-1.3361588399381392,0.3730861751398354,speech,surprised,normal,Dogs are sitting by the door,1st,F
27,3604,12906,0.012218649,15.818257460725452,0.0939613595916922,-30.775442,136.44073,173.71191,5951.027152075118,3226.5862803708137,1097.1606950342916,12125.14697621634,-1.330907169811527,0.1659363146771832,0.3213923,0.00043088017,-1.2705276572963091,-0.0081219279687894,speech,fearful,normal,Kids are talking by the door,2nd,F
28,3770,11446,0.011592888,8.942517357183597,-0.337802936514783,-27.493233,140.2197,221.78668,5569.832934758283,2779.064760925361,852.4390000070898,11056.431044286344,-1.2189575986553198,-0.0003593627572449,0.34222072,0.0002304853,-1.4538150502706049,-0.0252240325188149,speech,surprised,normal,Dogs are sitting by the door,1st,F
29,3837,11703,0.011397358,9.040513313433662,0.2788394182267388,-26.574883,135.42455,228.7791,5117.460333513369,2542.292187795952,954.6192419290384,13315.14295395717,-0.7642692230658032,0.2710722720931574,0.32744738,0.0002634257,-1.3475572362614008,0.0235082109979407,speech,surprised,strong,Kids are talking by the door,1st,F
30,3604,14759,0.032085568,15.376202149367476,0.1592148358866177,-30.456871,114.76417,159.26031,6033.5717439474565,3259.001829652403,1427.9184491423998,11958.43861925553,-1.3904773001714528,0.308180691250922,0.33766472,0.0003784581,-1.3800247767061855,0.0436820877885298,speech,fearful,strong,Dogs are sitting by the door,2nd,F
31,3737,14461,0.02143384,12.843710491169194,0.5447317463468051,-29.109476,122.54056,178.24274,4490.393266849067,3124.503541690516,831.9615620461623,12000.00009010546,-0.7050633991654629,0.3622516718338782,0.33322242,-0.0014437266710487333,-1.024976827368381,0.5200144482886109,speech,surprised,strong,Kids are talking by the door,1st,F
32,4771,17297,0.030745056,4.904249322133599,0.2033107937771143,-31.545048,117.67279,171.32025,5625.781844023254,3349.484316620507,1021.1783757134368,12008.583623774595,-1.3237705790818133,0.5406622976317967,0.35862717,0.000119778575,-1.3663259966496248,0.3984322277185703,song,happy,normal,Dogs are sitting by the door,2nd,F
33,4238,18411,0.055171996,12.995414884148596,0.3387377525628268,-26.784155,108.86322,178.6691,5811.00602460552,3476.5657084926825,647.948515954872,12318.32736959467,-1.3314789609689184,0.3627619033589019,0.3321667,0.0007977946,-1.3473025190193009,0.1307065121450165,speech,angry,strong,Dogs are sitting by the door,1st,F
34,3604,14315,0.008748597,11.65789769503204,0.2441076794933934,-34.312595,138.0458,205.08997,4966.10609322186,3310.7377962140245,1007.6862732618134,12062.84628763322,-0.6008596685978818,0.7226009903893915,0.334525,0.00026221606743687814,-1.1408885931099406,0.5282453154574113,speech,happy,normal,Kids are talking by the door,2nd,F
35,4504,20627,0.053358864,8.39777147244878,0.2517936193676101,-27.111847,104.44275,166.61601,4817.78284192079,2496.6591841634795,1337.6763944514812,9816.388367681411,-1.2410774625560703,0.5246042204088347,0.33198258,0.00063463696,-1.1697632830139972,0.3780948913167574,song,angry,strong,Kids are talking by the door,1st,F
36,4137,10885,0.058813352,11.674066652100196,0.3484867994848303,-25.024746,103.02069,164.60571,4360.080527251374,3322.817623824579,954.7565088370878,12157.427941885928,0.4117745955389815,1.1820604397049823,0.3763632,-0.005282434030596487,-1.4875520301381782,0.3789913820428594,song,fearful,strong,Kids are talking by the door,2nd,F
37,4638,11520,0.06472864,9.07284204948021,0.3016222080931585,-23.217209,104.37741,167.02277,4412.45651186023,3280.5902743001125,997.4230230577701,12060.213250598908,0.4508049943879531,1.2950538982581514,0.3523196,-0.0015788193260253582,-1.411658831713061,0.2124777458824457,song,angry,strong,Kids are talking by the door,1st,F
38,4204,17072,0.04185916,7.460214172728362,0.1184509686590528,-26.808258,108.51158,176.89471,4371.939375669848,2614.4609672784723,1309.257228301881,10321.25520763166,-0.824387017011226,0.8540651686976207,0.34402263,0.00076249463,-1.284043440122174,0.3959694184262955,song,fearful,strong,Kids are talking by the door,2nd,F
39,3737,12115,0.010531315,9.57414118863938,-0.3801174150835921,-28.940283,146.58774,221.0621,5527.956323691624,3383.4713556637967,1176.4971760816024,12029.999622504816,-1.2813474771418374,0.2520057279689527,0.3080759,0.002153034,-1.1564591693538626,0.0866950699741064,speech,happy,normal,Kids are talking by the door,2nd,F
40,3770,8611,0.005540688,28.025826975476125,-0.0123131406384346,-33.812977,158.08841,226.56104,4159.540945934546,3803.110904043938,618.2933419240187,13131.698351054963,-1.1054456323937545,0.5668365361609231,0.35881063,-0.005300940035811429,-1.3369982560066105,0.4242433802967152,speech,sad,normal,Kids are talking by the door,2nd,F
41,3770,11395,0.0072071627,11.487598529092471,0.2534450259657716,-31.084473,148.69186,238.84357,4275.8777523211065,3660.2021783564273,606.0164845676372,13676.055026591712,-0.9378663688597156,0.4890351053059364,0.33996347,-0.0030594497908048015,-1.1315149100933075,0.4884067516003737,speech,disgust,normal,Kids are talking by the door,1st,F
42,5639,9811,0.012188517,7.90111789993122,0.7522125758417278,-34.289692,141.07597,178.86443,3796.941155210964,3795.333447726676,664.0788104150928,15687.801503553104,0.3585732029389201,1.2483384259054124,0.3615393,-0.0060734025437789736,-0.9322822346064208,0.8109367775939489,song,calm,strong,Kids are talking by the door,1st,F
43,5072,15835,0.01805138,3.800207185768995,-0.08228990108957,-32.60896,132.7379,185.96896,4286.623162527152,3246.31705917127,805.1605518023362,13556.86396813321,-0.7475527487413411,0.6786885554158538,0.3469583,-0.004280454465608957,-0.9636711194719664,0.6794576580026284,speech,calm,strong,Kids are talking by the door,1st,F
44,3637,10439,0.00485014,13.678050134742705,0.4583753450661786,-33.640663,157.84439,231.42401,5011.229693723797,3588.64794260553,781.215803522734,12011.91478945788,-1.4659486454514767,0.1319781841806769,0.33665892,-0.0011532505282710655,-1.2797735116679925,0.262696623891897,speech,sad,normal,Kids are talking by the door,2nd,F
45,3670,10143,0.005508877,13.378864489331749,-0.0745264501386302,-32.417904,152.16074,221.62872,3816.700413560136,3508.2524729454617,615.7394670636396,12355.14068746494,-0.8720977455902159,0.6340724286179061,0.33633685,-0.0030964835912985775,-1.056505842581074,0.5234040458114011,speech,disgust,normal,Kids are talking by the door,1st,F
46,3737,15209,0.009449478,7.156558454761559,0.2227046792694904,-32.400146,144.92406,231.98212,5800.435090598671,3525.104256290342,950.440050558938,12041.819636836692,-1.4524563310713592,0.1272426761571657,0.32898492,0.00017341833,-1.336860896634519,0.1174904699261795,speech,sad,strong,Dogs are sitting by the door,2nd,F
47,4004,13031,0.012595583,8.892035258775488,-0.0548256778245178,-30.419083,132.99924,211.88849,4856.123489835401,4130.233683723171,866.4270664627442,12269.791985226306,-1.3712000676737022,0.4696753949680917,0.36167753,-0.003785152426963338,-1.459246043956745,0.2286931586060886,speech,disgust,strong,Dogs are sitting by the door,1st,F
48,5072,16911,0.015731296,3.678162612393286,-0.0315886131948634,-33.29142,136.68811,162.0871,4842.304144958811,3310.6795814089264,1003.023790911128,12036.184977977511,-1.2306667532775089,0.4340302807768247,0.35651293,-0.0047482844151476794,-1.2528848202926326,0.4862884411749717,speech,calm,normal,Dogs are sitting by the door,1st,F
49,5038,13503,0.02082537,6.515463478375093,0.3555746497181453,-32.920807,128.07037,191.36234,5263.247810280525,3800.240334969165,1014.3071321149232,12020.684302474168,-1.4898418262460122,0.4430728106416749,0.36378115,-0.0041670489830047085,-1.4433725387965353,0.3253602866170866,song,neutral,normal,Dogs are sitting by the door,2nd,F
50,5539,15813,0.016153056,4.3141138116880935,0.358231904480372,-34.312424,135.26678,178.75122,4777.168584391254,3492.8648918580407,984.3388126798993,11546.24531150796,-1.5203537700627785,0.463667489904108,0.3562836,-0.004299813799139126,-1.3221125279455128,0.3906199331387928,song,calm,normal,Dogs are sitting by the door,1st,F
51,4571,13257,0.0096753165,3.950402617642453,0.0019469961794549,-35.27474,146.4274,193.6708,4989.70453463993,3821.8924926836594,873.9082421154836,13041.413557284135,-1.4864472852457618,0.3301806089025818,0.3597272,-0.005749162097287706,-1.2827211060712562,0.4928018001020895,song,neutral,normal,Dogs are sitting by the door,2nd,F
52,3670,11757,0.0055734008,18.8686159838886,-0.09673342710786,-35.51098,155.55345,220.85562,4750.722264356866,4056.174950030661,801.1479103701371,12279.704427935409,-1.4602670010622192,0.3481021889961744,0.3593227,-0.004976923784065086,-1.4083334681593038,0.3229713361239242,speech,sad,strong,Dogs are sitting by the door,2nd,F
53,4137,16676,0.013713691,7.214227721384415,0.2283214193041219,-29.328186,138.37593,210.89961,5291.650897395034,3481.0847454774125,931.3834416396918,11977.922522060113,-1.442170335474637,0.082204750343057,0.3380694,-0.000160007464203386,-1.3597764553193965,0.1272984368563364,speech,disgust,strong,Dogs are sitting by the door,1st,F
54,3971,19295,0.04274848,9.93542219702714,0.1145877721891112,-26.72641,114.27514,178.9573,6057.13942643859,3839.168322210782,1164.9293356785452,12997.65518514306,-1.5302856089023469,0.2186893668522076,0.34673256,-0.0014004451601755206,-1.3566151556759334,0.2361498169505021,speech,happy,strong,Dogs are sitting by the door,2nd,F
55,4538,18417,0.02531516,12.797871645505468,0.2974211001737765,-31.154692,124.51176,180.01355,5410.432425285056,3407.683506453639,703.4469258293794,11509.82655174667,-1.5477348007678298,0.2327457281095342,0.35183683,0.00010659316,-1.4389600468553934,0.1405935349136076,song,angry,normal,Dogs are sitting by the door,1st,F
56,4504,17224,0.00869884,5.975465224643971,0.1180989240403222,-35.068596,140.14258,176.49432,4771.408094183042,3120.5970627472184,1017.0930636008433,11987.976118800249,-0.949842223015195,0.5901008275770261,0.35791668,-0.003976776828755597,-1.358049999265933,0.3702265468897895,song,fearful,normal,Dogs are sitting by the door,2nd,F
57,4404,19057,0.015027995,5.779963242340502,0.2694107304294896,-34.05069,133.14471,185.38611,4817.574947455589,3177.888277916346,1011.6377217661079,12000.00012293458,-1.1589771548465175,0.5006704132199105,0.33326143,-0.00022949693347375927,-0.9717968458451516,0.6206595348186166,song,angry,normal,Dogs are sitting by the door,1st,F
58,4304,12953,0.02471005,7.482893450295316,-0.0225424173305046,-28.12805,120.632744,178.75601,4452.4196471565,3618.98069722558,251.1614022367501,12173.91097976048,-0.1726274040490656,1.128144128892644,0.37746644,0.00014477177,-1.6205039712349938,-0.0125282521118068,song,fearful,normal,Dogs are sitting by the door,2nd,F
59,3604,15801,0.04865673,9.994649576014266,0.0904696467249549,-25.614946,108.94298,155.53433,4453.451646540852,2174.9687430921017,1836.3353642223915,11720.171161297569,1.691106527815008,1.3552909693744009,0.340288,0.00027162695,-1.0285177764354247,0.6191787145208617,speech,happy,strong,Dogs are sitting by the door,2nd,F
60,3804,13149,0.008534744,15.546490904681118,0.2829528609455191,-31.682337,145.8726,210.56131,6250.720161578117,3852.032907574573,1099.802027486047,13468.52458544619,-1.5810139667097591,0.0293390448181908,0.3183314,0.008606281,-1.3273965408960613,-0.012226883724014,speech,disgust,normal,Dogs are sitting by the door,1st,F
61,6373,17155,0.021804528,2.542245936416204,0.252734356313478,-32.195225,119.355316,157.98068,3580.683249346902,2784.633281802229,933.3610412034891,12207.504955694205,1.2720869497553524,1.3544874701816585,0.34013057,-0.0032893762816195923,-0.3595759711343587,1.053863390125575,song,calm,strong,Dogs are sitting by the door,1st,F
62,3704,13129,0.006794011,14.984925527191615,-0.1777453584458954,-32.561337,148.68855,180.11179,5739.333835387897,3159.2395167365285,1136.200942671449,12021.016792465589,-1.066021864690181,0.476545518405449,0.3272334,0.0012445395,-1.3394045087366808,0.1819882262623365,speech,sad,normal,Dogs are sitting by the door,2nd,F
63,3637,12905,0.007933316,17.219819239823387,-0.4220614264578365,-32.49702,145.10724,188.50726,5912.023586353212,3560.546351862912,948.9121412224328,12001.839197388905,-1.4908287478219386,0.232063597283637,0.32284895,0.00045780177,-1.2639581963979774,0.0418338364132969,speech,sad,strong,Kids are talking by the door,2nd,F
64,4905,15069,0.026750077,3.837644498484853,0.1066129660312079,-32.09646,122.50787,169.34454,5176.859322963416,3215.497195022194,976.3864396496432,12005.865599041274,-1.002532923513273,0.7474238724429301,0.35668027,6.449838e-05,-1.2699693523436244,0.4929079782877447,song,calm,normal,Kids are talking by the door,1st,F
65,4671,13159,0.022714086,7.32624611679141,0.8531314112223322,-33.41912,126.58696,144.78467,5361.348609840225,3386.481059256094,980.0162853707708,12088.040092362262,-1.1735173289024934,0.622702566220654,0.35703224,6.119138e-05,-1.3396551206380416,0.3997805356884376,song,neutral,normal,Kids are talking by the door,2nd,F
66,4238,15867,0.010759044,18.2255538939646,0.0690688149484228,-29.87768,129.90358,186.04123,5973.093712833134,3409.2722072423567,1021.836418802504,15335.799187028926,-1.1276394387180224,0.3662475114792447,0.3288429,0.0029534117985174167,-1.3665151879037611,0.0699749838900553,speech,disgust,strong,Kids are talking by the door,1st,F
67,4438,9841,0.012297341,5.331339689566025,0.4276317210014493,-25.78127,141.13217,212.23328,4930.870405022871,3614.803494285175,885.3658873137374,11989.561964926965,-1.374383871601315,0.471224860419722,0.33861712,0.0021035285,-1.4400965840135025,0.0178095436732518,song,neutral,normal,Kids are talking by the door,2nd,M
68,4071,11643,0.015212605,19.67203889916561,0.4864572824867191,-28.08142,137.19661,205.77264,5910.171703995155,3740.327566654976,1010.7162781114954,12146.056719841738,-1.1321319263823988,0.1077465555507,0.32096586,0.0037159430906926125,-1.2358813296897069,0.003012901076885,speech,disgust,strong,Kids are talking by the door,1st,M
69,4371,17041,0.00783969,21.00512436958781,0.6258213547336783,-30.048618,145.69333,192.43286,6671.089085325462,3578.0953149516004,999.9655475292856,13474.779703573888,-1.3815762391156112,0.0268674097613313,0.30431286,0.005122787,-1.1953997274501988,-0.2020694441764712,speech,sad,strong,Kids are talking by the door,2nd,M
70,4705,10003,0.010252916,6.760617028996691,0.4881838855342492,-26.166862,143.43927,195.33765,4692.007062267991,3324.8908657379448,900.5131710460458,11598.906843771616,-1.2134872893066186,0.5436586393185133,0.34108475,0.0011669646,-1.418867085977451,0.1524648209256281,song,calm,normal,Kids are talking by the door,1st,M
71,5839,10733,0.0119620655,4.667024170308322,0.1935258475451909,-25.816036,142.78995,230.55585,3168.2940828137475,3278.007113550057,516.2678404697876,13368.860130813477,-0.0318234560411339,1.1760628713911845,0.3498155,-0.002222625361074369,-1.1558235644334884,0.5863162845238499,song,calm,strong,Dogs are sitting by the door,1st,M
72,3670,11669,0.0070149293,9.133170011720118,0.770390129263364,-29.790924,156.50166,227.65837,5517.897439359975,4148.548121510046,851.249572364899,12865.427757217449,-1.5236083013189328,0.0834504646588803,0.34427652,-0.00026189312894429884,-1.4265297962267005,0.0616513003838864,speech,sad,normal,Dogs are sitting by the door,2nd,M
73,3470,11019,0.0057643037,19.91151118642258,0.4003590817491468,-31.863516,157.51616,212.7374,7022.289289573924,3748.6912439527096,1166.2437859584215,12105.940024458669,-1.3118621080212811,-0.3052457212807376,0.29842508,0.008142090763347612,-1.0537163347065144,-0.2850309677962649,speech,disgust,normal,Dogs are sitting by the door,1st,M
74,4371,12833,0.0070985425,4.735052587863543,0.0761309815258509,-30.402412,154.10025,216.10764,5578.923982591111,4164.513531048095,1000.616418611119,12048.718402520592,-1.7492733943552987,0.2127006655623676,0.34989595,0.0005692826,-1.512808647954195,-0.0921324201833509,song,fearful,normal,Dogs are sitting by the door,2nd,M
75,4571,16134,0.019319948,11.71988979709312,0.5874148181936127,-26.446817,128.60107,200.04703,5147.751166908742,3224.967075068213,1064.6933320020482,12016.09169651212,-1.330388049377619,0.3852494212697229,0.31535074,0.0053962357,-1.2031492897886344,0.3488217884140568,song,angry,normal,Dogs are sitting by the door,1st,M
76,3837,11649,0.034802042,9.034288713842164,0.1790175177398884,-22.39592,115.42022,178.72696,3914.842899453653,1885.4963583891767,822.944059552002,9676.140596236262,0.6646323639197944,1.0084513689457848,0.33296275,0.0012397344,-1.367082641350892,0.0565977209548945,speech,happy,strong,Dogs are sitting by the door,2nd,M
77,3337,11335,0.020946465,8.341749048534194,0.0343485473657807,-28.829979,133.75623,212.25278,6667.356893648416,3850.1884162849738,1171.211669962659,12093.192204892104,-1.6921894781781757,-0.1284287673427185,0.33346683,0.0004635156,-1.2857983023425732,-0.3564101394113687,speech,happy,strong,Dogs are sitting by the door,2nd,M
78,4872,11493,0.0057213884,6.886201170540728,-0.0837123593505043,-27.798038,154.882,204.28586,4830.876649720026,3217.937116280565,994.9977971041246,11930.337331010038,-1.1809997761425035,0.4488347860784889,0.3343218,0.00075858086,-1.3860990912324456,0.1670746669097839,song,fearful,normal,Dogs are sitting by the door,2nd,M
79,4304,14035,0.015522214,4.237765708593817,0.0351203464472287,-27.696926,134.21622,202.03738,5543.692974402076,3824.6948385625474,1083.3286816780992,12081.774335414651,-1.6901251380169418,0.2780393089515447,0.34099054,0.00199962,-1.4629407711603115,-0.0015046505838262,song,angry,normal,Dogs are sitting by the door,1st,M
80,4872,10736,0.01945897,4.768959542836131,-0.7662624990611372,-23.407352,132.48196,230.59955,3590.780777088571,2504.010607708261,666.6059474419988,9928.415967059522,-1.0405820051401449,0.5641746459307796,0.3288854,0.0011438637,-1.1854401605105345,0.4090118823753831,song,neutral,normal,Dogs are sitting by the door,2nd,M
81,4238,12201,0.023314042,5.018914555393655,-0.0697680078837698,-21.851892,119.80194,193.68042,3690.560385460011,2229.688770165689,924.9786143512408,10296.325136246382,0.2376315179232664,1.081166693891087,0.3349414,0.0010263256,-1.3502633924570218,0.1662567601470237,song,calm,normal,Dogs are sitting by the door,1st,M
82,4471,18187,0.013628791,17.93209635044198,-1.2201105970805446,-23.897612,129.9341,165.38994,4810.77307616866,2327.191869966376,226.9817563492396,10683.225421089475,-0.5336231325609524,0.2330326046031627,0.3211782,0.00050164544,-1.3446948786559592,-0.1534734027295191,speech,disgust,strong,Dogs are sitting by the door,1st,M
83,3704,7579,0.02670563,8.996087711951608,-0.4162164603690459,-23.24967,118.53979,214.77074,3347.626004616809,3462.314473966925,654.3693108811226,12110.813540086014,0.7359055930335723,1.4212722078265825,0.36821473,-0.0037863449397032923,-1.5460276897880325,0.1317004038108414,speech,sad,strong,Dogs are sitting by the door,2nd,M
84,3837,16873,0.014539212,18.842359749001947,0.0445458821084958,-24.857498,125.02125,193.07224,5177.78497837149,2785.5369048811986,1133.3045581544536,11752.209031019433,-1.0148402539799133,0.5139629232974094,0.30016482,0.0050934646,-1.1336364936804173,0.2562976004218444,speech,disgust,strong,Dogs are sitting by the door,1st,M
85,3570,12962,0.01665555,21.514730405982444,0.0904917234235841,-24.230919,133.512,221.29701,4517.629360088295,2089.712463061187,1144.866292155462,9925.940732273531,-0.4953958563374248,0.1677776877582257,0.28601378,0.009479916,-1.0738947599812387,0.1252647217297816,speech,sad,strong,Dogs are sitting by the door,2nd,M
